pathway	new_bp	new_mf	new_cc	new_complex	new_total	deepened_bp	deepened_mf	deepened_cc	deepened_complex	deepened_total
Interleukin-20_family_signaling	3	8	0	16	27	0	16	0	0	16
rRNA_processing_in_the_mitochondrion	0	0	0	1	1	0	0	0	0	0
Metabolism_of_ingested_H2SeO4_and_H2SeO3_into_H2Se	0	0	0	2	2	1	0	0	0	1
ER-Phagosome_pathway	0	2	0	4	6	1	0	0	0	1
Signaling_by_FGFR1	0	0	0	0	0	0	0	0	0	0
RUNX2_regulates_genes_involved_in_differentiation_of_myeloid_cells	0	3	0	0	3	0	0	0	0	0
MET_activates_STAT3	1	1	0	3	5	0	0	0	0	0
Signaling_by_FGFR3	0	0	0	0	0	0	0	0	0	0
Signaling_by_FGFR2	0	0	0	0	0	0	0	0	0	0
Signaling_by_FGFR4	0	0	0	0	0	0	0	0	0	0
HHAT_G278V_abrogates_palmitoylation_of_Hh-Np	0	0	0	0	0	0	0	0	0	0
activated_TAK1_mediates_p38_MAPK_activation	0	1	0	7	8	0	0	0	0	0
Signaling_by_TGF-beta_Receptor_Complex	0	0	0	0	0	0	0	0	0	0
HIV_Life_Cycle	0	0	0	0	0	0	0	0	0	0
Phase_1_-_inactivation_of_fast_Na+_channels	0	0	0	1	1	0	0	0	0	0
alpha-linolenic_acid_(ALA)_metabolism	0	0	0	2	2	1	0	0	0	1
RNA_Polymerase_II_Transcription_Elongation	0	3	0	0	3	0	0	0	0	0
Metabolism_of_water-soluble_vitamins_and_cofactors	0	0	0	0	0	0	0	0	0	0
Competing_endogenous_RNAs_(ceRNAs)_regulate_PTEN_translation	0	11	0	0	11	0	0	0	0	0
PLC-gamma1_signalling	0	0	0	2	2	0	2	0	0	2
BDNF_activates_NTRK2_(TRKB)_signaling	0	4	0	1	5	0	0	0	0	0
Biosynthesis_of_maresins	0	0	0	0	0	2	0	0	0	2
Defective_MOGS_causes_MOGS-CDG_(CDG-2b)	0	0	0	0	0	0	0	0	0	0
Pyrimidine_catabolism	0	0	0	0	0	1	0	0	0	1
Regulation_of_RAS_by_GAPs	0	2	0	3	5	0	0	0	0	0
Interconversion_of_polyamines	0	0	0	0	0	1	0	0	0	1
Polymerase_switching_on_the_C-strand_of_the_telomere	0	3	0	2	5	4	0	0	0	4
Defective_ALG1_causes_ALG1-CDG_(CDG-1k)	0	0	0	0	0	0	0	0	0	0
Phase_2_-_plateau_phase	0	0	0	2	2	0	0	0	0	0
Amino_Acid_conjugation	0	0	0	0	0	0	0	0	0	0
Mitotic_Metaphase-Anaphase_Transition	1	0	0	0	1	0	0	0	0	0
HATs_acetylate_histones	0	0	0	8	8	0	0	0	0	0
MPS_IIIB_-_Sanfilippo_syndrome_B	0	0	0	0	0	0	0	0	0	0
Budding	0	1	0	0	1	0	0	0	0	0
UCH_proteinases	0	4	0	5	9	0	0	0	0	0
Metabolism_of_Angiotensinogen_to_Angiotensins	0	0	0	5	5	0	0	0	0	0
DNA_Double_Strand_Break_Response	0	0	0	0	0	0	0	0	0	0
Rho_GTPase_cycle	0	1	0	0	1	0	1	0	0	1
Sodium-Calcium_exchangers	0	0	0	2	2	0	0	0	0	0
OAS_antiviral_response	0	0	0	0	0	0	0	0	0	0
AKT-mediated_inactivation_of_FOXO1A	0	0	0	1	1	0	0	0	0	0
p38MAPK_events	0	0	0	5	5	0	2	0	0	2
Signaling_by_PTK6	0	0	0	0	0	0	0	0	0	0
FGFR2b_ligand_binding_and_activation	0	4	0	1	5	0	0	0	0	0
Pentose_phosphate_pathway_disease	0	0	0	0	0	0	0	0	0	0
Ficolins_bind_to_repetitive_carbohydrate_structures_on_the_target_cell_surface	0	4	0	0	4	0	0	0	0	0
Endogenous_sterols	0	0	0	7	7	5	0	0	0	5
PI3K-AKT_activation	0	4	0	4	8	1	1	0	0	2
Conjugation_of_phenylacetate_with_glutamine	0	0	0	1	1	1	0	0	0	1
Signaling_by_MET	0	0	0	0	0	0	0	0	0	0
Defective_ACY1_causes_encephalopathy	0	0	0	0	0	0	0	0	0	0
Antigen_processing-Cross_presentation	0	0	0	0	0	0	0	0	0	0
Pregnenolone_biosynthesis	0	0	0	5	5	1	1	0	0	2
Signaling_by_Receptor_Tyrosine_Kinases	0	0	0	0	0	0	0	0	0	0
Defective_GIF_causes_intrinsic_factor_deficiency	0	0	0	0	0	0	0	0	0	0
GLI3_is_processed_to_GLI3R_by_the_proteasome	1	2	0	3	6	0	0	0	0	0
N-glycan_trimming_and_elongation_in_the_cis-Golgi	0	0	0	3	3	0	0	0	0	0
Signaling_by_high-kinase_activity_BRAF_mutants	0	1	0	2	3	0	0	0	0	0
Defective_HK1_causes_hexokinase_deficiency_(HK_deficiency)	0	0	0	0	0	0	0	0	0	0
Arachidonate_production_from_DAG	0	0	0	4	4	0	0	0	0	0
FGFR3_ligand_binding_and_activation	0	0	0	0	0	0	0	0	0	0
Tryptophan_catabolism	0	0	0	1	1	1	0	0	0	1
ATF6_(ATF6-alpha)_activates_chaperone_genes	1	0	0	0	1	0	1	0	0	1
Defective_MMAB_causes_methylmalonic_aciduria_type_cblB	0	0	0	0	0	0	0	0	0	0
Estrogen_biosynthesis	0	0	0	1	1	2	0	0	0	2
Regulation_of_PAK-2p34_activity_by_PS-GAP-RHG10	0	0	0	0	0	0	0	0	0	0
Cellular_hexose_transport	0	0	0	3	3	0	0	0	0	0
HDR_through_Homologous_Recombination_(HRR)	0	1	0	2	3	2	0	0	0	2
Ethanol_oxidation	0	0	0	1	1	1	0	0	0	1
Deactivation_of_the_beta-catenin_transactivating_complex	1	6	0	2	9	0	0	0	0	0
Plasma_lipoprotein_assembly	0	0	0	0	0	0	0	0	0	0
PI3K_Cascade	0	3	0	1	4	0	0	0	0	0
Signaling_by_MST1	0	0	0	1	1	0	1	0	0	1
Tandem_pore_domain_potassium_channels	0	0	0	0	0	0	0	0	0	0
Synthesis_of_PIPs_at_the_plasma_membrane	0	3	0	22	25	5	0	0	0	5
ATF6_(ATF6-alpha)_activates_chaperones	1	0	0	0	1	1	0	0	0	1
Phase_3_-_rapid_repolarisation	0	0	0	2	2	0	0	0	0	0
Reproduction	0	0	0	0	0	0	0	0	0	0
Retrograde_transport_at_the_Trans-Golgi-Network	0	7	0	6	13	0	1	0	0	1
HIV_Transcription_Initiation	0	1	0	2	3	1	0	0	0	1
Defective_POMGNT1_causes_MDDGA3,_MDDGB3_and_MDDGC3	0	0	0	0	0	0	0	0	0	0
Formation_of_HIV_elongation_complex_in_the_absence_of_HIV_Tat	0	4	0	2	6	0	0	0	0	0
Activation_of_anterior_HOX_genes_in_hindbrain_development_during_early_embryogenesis	0	17	0	2	19	0	4	0	0	4
Integration_of_provirus	0	3	0	0	3	0	0	0	0	0
PKA-mediated_phosphorylation_of_key_metabolic_factors	1	2	0	5	8	0	0	0	0	0
PIPs_transport_between_early_endosome_and_Golgi_membranes	0	0	0	2	2	2	0	0	0	2
Synthesis_of_pyrophosphates_in_the_cytosol	2	0	0	11	13	1	0	0	0	1
Organic_cation_transport	0	0	0	5	5	0	0	0	0	0
G1-S_Transition	0	0	0	0	0	0	0	0	0	0
Defective_MUT_causes_methylmalonic_aciduria_mut_type	0	0	0	0	0	0	0	0	0	0
RUNX3_regulates_CDKN1A_transcription	1	4	0	0	5	0	0	0	0	0
TGFBR2_MSI_Frameshift_Mutants_in_Cancer	0	0	0	0	0	0	0	0	0	0
Lectin_pathway_of_complement_activation	0	6	0	0	6	0	0	0	0	0
Intestinal_infectious_diseases	0	0	0	0	0	0	0	0	0	0
Transport_of_connexons_to_the_plasma_membrane	0	0	0	0	0	1	0	0	0	1
BMAL1:CLOCK,NPAS2_activates_circadian_gene_expression	0	11	0	0	11	0	0	0	0	0
Defective_DOLK_causes_DOLK-CDG_(CDG-1m)	0	0	0	0	0	0	0	0	0	0
Synthesis_of_bile_acids_and_bile_salts_via_7alpha-hydroxycholesterol	0	0	0	4	4	2	0	0	0	2
Defective_HLCS_causes_multiple_carboxylase_deficiency	0	0	0	0	0	0	0	0	0	0
Signaling_by_RAS_mutants	0	3	0	2	5	0	0	0	0	0
SEMA3A-Plexin_repulsion_signaling_by_inhibiting_Integrin_adhesion	0	3	0	3	6	0	2	0	0	2
Processive_synthesis_on_the_C-strand_of_the_telomere	0	2	0	1	3	2	0	0	0	2
Loss_of_Function_of_TGFBR2_in_Cancer	0	0	0	0	0	0	0	0	0	0
T41_mutants_of_beta-catenin_aren't_phosphorylated	0	0	0	0	0	0	0	0	0	0
Sema4D_in_semaphorin_signaling	0	0	0	0	0	0	0	0	0	0
PIPs_transport_between_plasma_and_early_endosome_membranes	0	0	0	2	2	1	0	0	0	1
C6_deamination_of_adenosine	0	0	0	0	0	0	0	0	0	0
Signalling_to_ERKs	0	0	0	0	0	0	0	0	0	0
Transport_of_nucleosides_and_free_purine_and_pyrimidine_bases_across_the_plasma_membrane	0	0	0	4	4	0	0	0	0	0
ER_Quality_Control_Compartment_(ERQC)	0	3	0	9	12	6	1	0	0	7
Defective_GALT_can_cause_Galactosemia	0	0	0	0	0	0	0	0	0	0
Signaling_by_NOTCH1	0	0	0	0	0	0	0	0	0	0
Loss_of_MECP2_binding_ability_to_5mC-DNA	0	0	0	0	0	0	0	0	0	0
Signaling_by_NOTCH2	0	0	0	0	0	0	0	0	0	0
Macroautophagy	0	24	0	16	40	1	0	0	0	1
AXIN_missense_mutants_destabilize_the_destruction_complex	0	0	0	0	0	0	0	0	0	0
Signaling_by_NOTCH3	0	0	0	0	0	0	0	0	0	0
O-linked_glycosylation_of_mucins	0	4	0	5	9	1	2	0	0	3
Intraflagellar_transport	0	3	0	0	3	0	0	0	0	0
Signaling_by_NOTCH4	0	0	0	0	0	0	0	0	0	0
Chylomicron_assembly	0	2	0	2	4	0	0	0	0	0
RUNX3_regulates_BCL2L11_(BIM)_transcription	0	2	0	0	2	0	0	0	0	0
Defective_SLC6A19_causes_Hartnup_disorder_(HND)	0	0	0	0	0	0	0	0	0	0
Signaling_by_VEGF	0	0	0	0	0	0	0	0	0	0
Defective_ALG3_causes_ALG3-CDG_(CDG-1d)	0	0	0	0	0	0	0	0	0	0
Translocation_of_SLC2A4_(GLUT4)_to_the_plasma_membrane	0	6	0	5	11	0	1	0	0	1
Activation_of_the_pre-replicative_complex	0	5	0	2	7	0	0	0	0	0
Acetylcholine_regulates_insulin_secretion	0	2	0	1	3	1	2	0	0	3
mRNA_Editing:_A_to_I_Conversion	0	0	0	0	0	0	0	0	0	0
Defective_DPM1_causes_DPM1-CDG_(CDG-1e)	0	0	0	0	0	0	0	0	0	0
Hormone_ligand-binding_receptors	0	6	0	0	6	0	0	0	0	0
Small_interfering_RNA_(siRNA)_biogenesis	0	2	0	2	4	0	0	0	0	0
PI-3K_cascade:FGFR3	0	7	0	5	12	0	0	0	0	0
PI-3K_cascade:FGFR2	0	7	0	4	11	0	0	0	0	0
The_NLRP3_inflammasome	0	1	0	0	1	0	0	0	0	0
tRNA_processing_in_the_nucleus	0	1	0	10	11	20	0	0	0	20
Ephrin_signaling	0	4	0	5	9	0	2	0	0	2
PI-3K_cascade:FGFR4	0	7	0	5	12	0	0	0	0	0
Senescence-Associated_Secretory_Phenotype_(SASP)	2	7	0	9	18	0	1	0	0	1
Abnormal_conversion_of_2-oxoglutarate_to_2-hydroxyglutarate	0	0	0	0	0	1	0	0	0	1
S37_mutants_of_beta-catenin_aren't_phosphorylated	0	0	0	0	0	0	0	0	0	0
PI-3K_cascade:FGFR1	0	7	0	4	11	0	0	0	0	0
Negative_regulation_of_FGFR4_signaling	0	2	0	3	5	0	0	0	0	0
Activation_of_caspases_through_apoptosome-mediated_cleavage	2	0	0	5	7	0	0	0	0	0
Toll_Like_Receptor_9_(TLR9)_Cascade	0	2	0	2	4	0	0	0	0	0
MHC_class_II_antigen_presentation	0	7	0	12	19	0	0	0	0	0
Defective_SLC4A4_causes_renal_tubular_acidosis,_proximal,_with_ocular_abnormalities_and_mental_retardation_(pRTA-OA)	0	0	0	0	0	0	0	0	0	0
Chromatin_modifying_enzymes	0	1	0	2	3	0	0	0	0	0
RNA_Polymerase_II_Transcription	0	0	0	0	0	0	0	0	0	0
Defective_CSF2RA_causes_pulmonary_surfactant_metabolism_dysfunction_4_(SMDP4)	0	0	0	0	0	0	0	0	0	0
Ca-dependent_events	0	0	0	0	0	0	0	0	0	0
Sterols_are_12-hydroxylated_by_CYP8B1	0	0	0	3	3	1	0	0	0	1
The_phototransduction_cascade	0	0	0	0	0	0	0	0	0	0
Toxicity_of_botulinum_toxin_type_C_(BoNT-C)	0	0	0	0	0	2	0	0	0	2
Miscellaneous_substrates	0	0	0	2	2	0	0	0	0	0
Processing_of_DNA_double-strand_break_ends	0	8	0	9	17	2	0	0	0	2
Hyaluronan_biosynthesis_and_export	0	1	0	1	2	0	0	0	0	0
Defective_LARGE_causes_MDDGA6_and_MDDGB6	0	0	0	0	0	0	0	0	0	0
RSK_activation	0	0	0	1	1	0	0	0	0	0
mitochondrial_fatty_acid_beta-oxidation_of_unsaturated_fatty_acids	0	0	0	2	2	8	2	0	0	10
Nuclear_Envelope_Breakdown	0	0	0	0	0	0	0	0	0	0
Inactivation,_recovery_and_regulation_of_the_phototransduction_cascade	0	12	0	12	24	0	3	0	0	3
The_NLRP1_inflammasome	0	1	0	0	1	0	0	0	0	0
PI3K_events_in_ERBB4_signaling	0	1	0	2	3	0	0	0	0	0
Cristae_formation	0	2	0	0	2	0	0	0	0	0
Interferon_alpha-beta_signaling	1	4	0	5	10	1	1	0	0	2
FCERI_mediated_Ca+2_mobilization	0	10	0	21	31	3	2	0	0	5
Nef-mediates_down_modulation_of_cell_surface_receptors_by_recruiting_them_to_clathrin_adapters	0	0	0	0	0	0	0	0	0	0
Biosynthesis_of_DPAn-3-derived_protectins_and_resolvins	0	0	0	0	0	3	0	0	0	3
Peptide_chain_elongation	0	2	0	3	5	0	1	0	0	1
Phospholipid_metabolism	0	0	0	0	0	0	0	0	0	0
Muscarinic_acetylcholine_receptors	0	4	0	0	4	0	0	0	0	0
Defective_GNE_causes_sialuria,_Nonaka_myopathy_and_inclusion_body_myopathy_2	0	0	0	0	0	0	0	0	0	0
Apoptotic_cleavage_of_cellular_proteins	3	2	0	4	9	2	0	0	0	2
Cellular_response_to_hypoxia	0	0	0	0	0	0	0	0	0	0
Negative_regulation_of_FGFR2_signaling	0	2	0	3	5	0	0	0	0	0
tRNA_modification_in_the_nucleus_and_cytosol	0	1	0	8	9	24	0	0	0	24
Disinhibition_of_SNARE_formation	0	1	0	2	3	0	0	0	0	0
Disassembly_of_the_destruction_complex_and_recruitment_of_AXIN_to_the_membrane	1	3	0	2	6	0	1	0	0	1
Regulation_by_TREX1	0	0	0	0	0	0	0	0	0	0
G-protein_mediated_events	0	0	0	0	0	0	0	0	0	0
Regulation_of_TP53_Expression_and_Degradation	0	0	0	0	0	0	0	0	0	0
Stimulation_of_the_cell_death_response_by_PAK-2p34	1	1	0	2	4	0	0	0	0	0
RPIA_deficiency:_failed_conversion_of_RU5P_to_R5P	0	0	0	0	0	0	0	0	0	0
B_Cell_Activation	0	0	0	0	0	0	0	0	0	0
Signalling_to_p38_via_RIT_and_RIN	0	1	0	0	1	0	1	0	0	1
Toll_Like_Receptor_4_(TLR4)_Cascade	0	3	0	0	3	1	0	0	0	1
MTF1_activates_gene_expression	0	0	0	0	0	0	2	0	0	2
mRNA_3'-end_processing	0	2	0	3	5	1	0	0	0	1
Serine_biosynthesis	0	0	0	1	1	1	0	0	0	1
SUMOylation_of_SUMOylation_proteins	0	0	0	7	7	0	4	0	0	4
Activated_PKN1_stimulates_transcription_of_AR_(androgen_receptor)_regulated_genes_KLK2_and_KLK3	0	1	0	5	6	0	1	0	0	1
Biosynthesis_of_the_N-glycan_precursor_(dolichol_lipid-linked_oligosaccharide,_LLO)_and_transfer_to_a_nascent_protein	0	0	0	2	2	1	0	0	0	1
NF-kB_is_activated_and_signals_survival	0	2	0	3	5	0	0	0	0	0
Synthesis_of_(16-20)-hydroxyeicosatetraenoic_acids_(HETE)	0	0	0	3	3	1	0	0	0	1
Hydroxycarboxylic_acid-binding_receptors	0	1	0	0	1	0	0	0	0	0
G1_Phase	0	0	0	0	0	0	0	0	0	0
Norepinephrine_Neurotransmitter_Release_Cycle	0	0	0	1	1	1	3	0	0	4
Activation_of_HOX_genes_during_differentiation	0	0	0	0	0	0	0	0	0	0
Nucleotide-binding_domain,_leucine_rich_repeat_containing_receptor_(NLR)_signaling_pathways	0	0	0	0	0	0	0	0	0	0
NTRK3_as_a_dependence_receptor	0	0	0	0	0	1	0	0	0	1
Activation_of_NIMA_Kinases_NEK9,_NEK6,_NEK7	0	1	0	4	5	0	0	0	0	0
Serotonin_Neurotransmitter_Release_Cycle	0	0	0	0	0	0	2	0	0	2
Fatty_acyl-CoA_biosynthesis	0	0	0	2	2	1	0	0	0	1
Calnexin-calreticulin_cycle	0	4	0	3	7	1	0	0	0	1
Cooperation_of_PDCL_(PhLP1)_and_TRiC-CCT_in_G-protein_beta_folding	0	13	0	1	14	0	0	0	0	0
Pre-NOTCH_Processing_in_Golgi	0	2	0	5	7	0	0	0	0	0
Reversal_of_alkylation_damage_by_DNA_dioxygenases	0	0	0	1	1	1	0	0	0	1
SUMOylation_of_intracellular_receptors	0	0	0	14	14	0	19	0	0	19
Plasmalogen_biosynthesis	0	0	0	3	3	1	0	0	0	1
Cell-cell_junction_organization	0	0	0	0	0	0	0	0	0	0
Incretin_synthesis,_secretion,_and_inactivation	0	0	0	0	0	0	0	0	0	0
Signalling_to_ERK5	1	0	0	1	2	0	0	0	0	0
Adenosine_P1_receptors	0	4	0	0	4	0	0	0	0	0
Toll-like_Receptor_Cascades	0	0	0	0	0	0	0	0	0	0
Defective_pro-SFTPB_causes_pulmonary_surfactant_metabolism_dysfunction_1_(SMDP1)_and_respiratory_distress_syndrome_(RDS)	0	0	0	0	0	0	0	0	0	0
NTF3_activates_NTRK3_signaling	0	3	0	2	5	0	0	0	0	0
TWIK_related_potassium_channel_(TREK)	0	0	0	1	1	0	0	0	0	0
RAF-independent_MAPK1-3_activation	1	1	0	13	15	0	0	0	0	0
Negative_regulation_of_FGFR3_signaling	0	2	0	3	5	0	0	0	0	0
Defective_SLC16A1_causes_symptomatic_deficiency_in_lactate_transport_(SDLT)	0	0	0	0	0	0	0	0	0	0
Reuptake_of_GABA	0	0	0	1	1	0	0	0	0	0
Defective_TBXAS1_causes_Ghosal_hematodiaphyseal_dysplasia_(GHDD)	0	0	0	0	0	0	0	0	0	0
Variant_SLC6A20_contributes_towards_hyperglycinuria_(HG)_and_iminoglycinuria_(IG)	0	0	0	0	0	0	0	0	0	0
Mitochondrial_biogenesis	0	0	0	0	0	0	0	0	0	0
Signaling_by_NOTCH1_in_Cancer	0	0	0	0	0	0	0	0	0	0
Nuclear_Receptor_transcription_pathway	0	1	0	0	1	0	0	0	0	0
Potassium_transport_channels	0	0	0	1	1	0	0	0	0	0
Metabolic_disorders_of_biological_oxidation_enzymes	0	0	0	0	0	0	0	0	0	0
Effects_of_PIP2_hydrolysis	0	5	0	7	12	0	2	0	0	2
RHO_GTPases_Activate_WASPs_and_WAVEs	0	6	0	7	13	0	6	0	0	6
RUNX1_regulates_transcription_of_genes_involved_in_differentiation_of_keratinocytes	0	4	0	0	4	0	0	0	0	0
Regulation_of_PTEN_localization	1	0	0	1	2	0	0	0	0	0
Nuclear_Pore_Complex_(NPC)_Disassembly	0	0	0	3	3	0	0	0	0	0
Fcgamma_receptor_(FCGR)_dependent_phagocytosis	0	0	0	0	0	0	0	0	0	0
Sema3A_PAK_dependent_Axon_repulsion	0	2	0	3	5	0	0	0	0	0
MAP_kinase_activation	0	0	0	0	0	0	0	0	0	0
FCERI_mediated_MAPK_activation	0	7	0	11	18	0	4	0	0	4
Beta_oxidation_of_decanoyl-CoA_to_octanoyl-CoA-CoA	0	0	0	4	4	3	1	0	0	4
Gamma-carboxylation,_transport,_and_amino-terminal_cleavage_of_proteins	0	0	0	0	0	0	0	0	0	0
The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport	0	0	0	0	0	0	0	0	0	0
Formation_of_Incision_Complex_in_GG-NER	0	3	0	3	6	0	0	0	0	0
Smooth_Muscle_Contraction	0	9	0	8	17	0	1	0	0	1
Disorders_of_transmembrane_transporters	0	0	0	0	0	0	0	0	0	0
DAP12_signaling	0	6	0	11	17	0	3	0	0	3
Regulation_of_signaling_by_NODAL	0	2	0	1	3	0	0	0	0	0
Transport_of_organic_anions	0	0	0	0	0	0	0	0	0	0
Vitamins_B6_activation_to_pyridoxal_phosphate	0	0	0	0	0	1	0	0	0	1
RAB_GEFs_exchange_GTP_for_GDP_on_RABs	0	0	0	18	18	0	18	0	0	18
Inhibition_of_Interferon_Synthesis	0	0	0	0	0	0	0	0	0	0
Signal_regulatory_protein_family_interactions	0	2	0	1	3	0	0	0	0	0
AMER1_mutants_destabilize_the_destruction_complex	0	0	0	0	0	0	0	0	0	0
Heme_degradation	0	0	0	2	2	2	0	0	0	2
DNA_Damage_Recognition_in_GG-NER	0	5	0	4	9	0	0	0	0	0
Defective_GCLC_causes_Hemolytic_anemia_due_to_gamma-glutamylcysteine_synthetase_deficiency_(HAGGSD)	0	0	0	0	0	0	0	0	0	0
Nucleotide-like_(purinergic)_receptors	0	0	0	0	0	0	0	0	0	0
Nonsense_Mediated_Decay_(NMD)_enhanced_by_the_Exon_Junction_Complex_(EJC)	0	3	0	2	5	0	0	0	0	0
Chylomicron_remodeling	0	1	0	1	2	0	0	0	0	0
Integrin_alphaIIb_beta3_signaling	0	5	0	7	12	0	2	0	0	2
Tristetraprolin_(TTP,_ZFP36)_binds_and_destabilizes_mRNA	0	2	0	0	2	0	1	0	0	1
Adrenaline_signalling_through_Alpha-2_adrenergic_receptor	0	2	0	0	2	0	0	0	0	0
Organic_anion_transporters	1	0	0	2	3	0	0	0	0	0
RNA_Polymerase_III_Transcription	0	0	0	0	0	0	0	0	0	0
Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.	0	0	0	0	0	0	0	0	0	0
Acetylation	0	0	0	0	0	0	0	0	0	0
Eukaryotic_Translation_Termination	0	2	0	1	3	0	0	0	0	0
SMAD4_MH2_Domain_Mutants_in_Cancer	0	0	0	0	0	0	0	0	0	0
Regulation_of_actin_dynamics_for_phagocytic_cup_formation	0	11	0	14	25	0	6	0	0	6
NOTCH1_Intracellular_Domain_Regulates_Transcription	1	12	0	2	15	0	0	0	0	0
Defective_EXT1_causes_exostoses_1,_TRPS2_and_CHDS	0	0	0	0	0	0	0	0	0	0
Deadenylation-dependent_mRNA_decay	0	0	0	0	0	0	0	0	0	0
TFAP2_(AP-2)_family_regulates_transcription_of_growth_factors_and_their_receptors	0	6	0	0	6	0	3	0	0	3
Chromosome_Maintenance	0	0	0	0	0	0	0	0	0	0
GSD_Ia	0	0	0	0	0	0	0	0	0	0
Defective_CP_causes_aceruloplasminemia_(ACERULOP)	0	0	0	0	0	0	0	0	0	0
CREB_phosphorylation_through_the_activation_of_Adenylate_Cyclase	0	1	0	3	4	0	0	0	0	0
N-glycan_trimming_in_the_ER_and_Calnexin-Calreticulin_cycle	0	1	0	4	5	0	0	0	0	0
SLC-mediated_transmembrane_transport	0	0	0	0	0	0	0	0	0	0
GSD_IV	0	0	0	0	0	0	0	0	0	0
rRNA_processing	0	0	0	0	0	0	0	0	0	0
Defective_RFT1_causes_RFT1-CDG_(CDG-1n)	0	0	0	0	0	0	0	0	0	0
SMAD2-SMAD3:SMAD4_heterotrimer_regulates_transcription	0	12	0	4	16	0	2	0	0	2
Glycoprotein_hormones	0	3	0	0	3	0	0	0	0	0
TRAIL_signaling	0	5	0	0	5	0	0	0	0	0
Defective_DPM2_causes_DPM2-CDG_(CDG-1u)	0	0	0	0	0	0	0	0	0	0
NS1_Mediated_Effects_on_Host_Pathways	0	0	0	0	0	0	0	0	0	0
Extrinsic_Pathway_of_Fibrin_Clot_Formation	0	0	0	3	3	0	0	0	0	0
GSD_II	0	0	0	0	0	0	0	0	0	0
Ion_channel_transport	0	1	0	0	1	0	0	0	0	0
FBXL7_down-regulates_AURKA_during_mitotic_entry_and_in_early_mitosis	0	0	0	4	4	0	0	0	0	0
COPI-dependent_Golgi-to-ER_retrograde_traffic	0	7	0	3	10	0	2	0	0	2
BBSome-mediated_cargo-targeting_to_cilium	0	3	0	0	3	0	0	0	0	0
RNA_Polymerase_III_Transcription_Initiation_From_Type_2_Promoter	0	3	0	0	3	0	0	0	0	0
Signaling_by_cytosolic_FGFR1_fusion_mutants	0	3	0	5	8	0	1	0	0	1
Scavenging_by_Class_F_Receptors	0	2	0	0	2	0	0	0	0	0
Class_A-1_(Rhodopsin-like_receptors)	0	6	0	0	6	2	0	0	0	2
RNA_Pol_II_CTD_phosphorylation_and_interaction_with_CE	0	0	0	2	2	0	0	0	0	0
Interleukin-6_family_signaling	0	0	0	0	0	0	0	0	0	0
Synthesis_of_DNA	0	0	0	0	0	0	0	0	0	0
SMAD2-3_Phosphorylation_Motif_Mutants_in_Cancer	0	1	0	0	1	0	0	0	0	0
Cytosolic_sensors_of_pathogen-associated_DNA	0	1	0	1	2	0	0	0	0	0
Transport_of_bile_salts_and_organic_acids,_metal_ions_and_amine_compounds	0	0	0	5	5	0	0	0	0	0
P2Y_receptors	0	4	0	0	4	0	0	0	0	0
Phosphorylation_of_proteins_involved_in_the_G2-M_transition_by_Cyclin_A:Cdc2_complexes	0	0	0	2	2	0	0	0	0	0
PI3K-AKT_Signaling_in_Cancer	0	0	0	0	0	0	0	0	0	0
Multifunctional_anion_exchangers	0	0	0	4	4	0	0	0	0	0
Synthesis_of_Hepoxilins_(HX)_and_Trioxilins_(TrX)	0	0	0	0	0	1	0	0	0	1
Intra-Golgi_and_retrograde_Golgi-to-ER_traffic	0	0	0	0	0	0	0	0	0	0
Interleukin-38_signaling	0	1	0	0	1	0	0	0	0	0
PIPs_transport_between_Golgi_and_plasma_membranes	0	0	0	6	6	1	0	0	0	1
RUNX1_regulates_transcription_of_genes_involved_in_differentiation_of_HSCs	1	4	0	2	7	0	2	0	0	2
Beta_oxidation_of_butanoyl-CoA_to_acetyl-CoA	0	0	0	4	4	2	1	0	0	3
Defective_SLC12A6_causes_agenesis_of_the_corpus_callosum,_with_peripheral_neuropathy_(ACCPN)	0	0	0	0	0	0	0	0	0	0
Loss_of_Function_of_TGFBR1_in_Cancer	0	0	0	0	0	0	0	0	0	0
Bile_acid_and_bile_salt_metabolism	0	0	0	0	0	0	0	0	0	0
NGF_processing	0	0	0	1	1	1	0	0	0	1
Defective_CYP21A2_causes_Adrenal_hyperplasia_3_(AH3)	0	0	0	0	0	0	0	0	0	0
Diseases_associated_with_glycosylation_precursor_biosynthesis	0	0	0	0	0	0	0	0	0	0
Ion_influx-efflux_at_host-pathogen_interface	0	0	0	1	1	0	0	0	0	0
Abasic_sugar-phosphate_removal_via_the_single-nucleotide_replacement_pathway	0	1	0	1	2	1	0	0	0	1
2-LTR_circle_formation	0	3	0	1	4	0	0	0	0	0
Activation_of_NOXA_and_translocation_to_mitochondria	0	3	0	1	4	1	1	0	0	2
TP53_Regulates_Transcription_of_Genes_Involved_in_G1_Cell_Cycle_Arrest	2	6	0	1	9	0	4	0	0	4
Protein_ubiquitination	0	0	0	0	0	0	0	0	0	0
Myogenesis	0	0	0	0	0	0	0	0	0	0
Activation_of_Ca-permeable_Kainate_Receptor	0	1	0	1	2	0	0	0	0	0
CREB_phosphorylation_through_the_activation_of_Ras	0	0	0	2	2	0	0	0	0	0
Gene_and_protein_expression_by_JAK-STAT_signaling_after_Interleukin-12_stimulation	2	0	0	0	2	0	0	0	0	0
